350,253,4.0
350,236,3.5
350,12,4.0
350,246,4.0
350,9,4.0
350,205,3.0
350,121,4.0
350,216,3.5
351,7,4.0
351,12,3.5
351,217,3.5
352,246,3.5
352,255,2.5
352,214,4.0
352,220,2.5
352,121,3.0
352,245,2.0
352,256,1.5
352,251,2.0
352,8,2.0
352,3,4.0
352,17,3.0
352,2,4.0
352,243,2.5
352,212,3.0
352,234,3.5
352,250,4.0
352,235,3.0
352,236,2.5
352,11,3.5
352,253,3.0
352,84,2.5
352,247,2.5
352,244,2.5
352,210,2.5
352,233,3.5
352,219,4.0
352,13,2.5
352,1,4.0
352,5,4.0
352,6,3.5
352,252,4.0
352,216,3.0
352,257,2.0
352,4,3.0
352,9,4.0
352,248,2.0
352,215,3.5
352,241,4.0
352,205,4.0
353,252,2.5
353,216,3.0
353,206,3.5
353,246,1.5
353,4,3.0
353,217,4.0
353,215,3.0
353,213,1.0
353,205,2.5
353,214,2.0
353,245,1.5
353,239,2.5
353,234,2.5
353,8,1.0
353,211,1.5
353,3,3.5
353,2,3.5
353,219,3.0
353,212,1.5
353,207,3.0
353,6,2.0
353,11,2.5
353,253,3.5
353,247,2.5
353,244,2.5
353,10,1.5
353,7,3.5
353,210,1.5
353,233,2.5
353,13,3.0
353,1,2.0
353,5,2.0
354,247,3.0
354,11,4.0
354,233,4.0
354,5,4.0
354,207,4.0
354,13,3.0
355,11,3.0
355,509,3.0
355,411,3.5
355,257,1.0
355,515,1.0
355,9,2.0
355,445,2.0
355,234,3.0
355,17,3.5
355,512,3.0
355,249,3.0
355,729,3.5
355,805,4.0
355,769,3.0
355,397,1.5
355,250,4.0
355,389,0.5
355,265,2.5
355,453,1.0
355,216,4.0
355,1,3.5
355,518,4.0
355,215,3.0
355,396,3.5
355,705,3.0
355,511,3.5
355,385,3.0
355,1054,0.5
355,148,4.0
355,488,2.5
355,496,3.5
355,378,2.0
355,583,1.5
355,431,2.5
355,278,1.0
355,434,4.0
355,516,3.5
355,239,1.0
355,341,0.5
355,428,1.0
355,218,3.5
355,480,3.0
355,473,1.0
355,429,1.0
355,510,2.0
355,432,3.0
355,406,2.5
355,309,3.0
355,10,3.0
355,219,4.0
355,253,2.5
355,477,3.0
355,536,3.0
355,8,1.0
355,452,2.5
355,1010,3.0
355,638,0.5
355,206,3.5
355,270,1.0
355,256,4.0
355,5,2.5
355,4,4.0
355,318,4.0
355,212,2.5
355,414,3.5
355,409,1.0
355,442,1.0
355,403,1.0
355,589,0.5
355,472,3.0
355,427,3.0
355,1198,3.0
355,468,3.5
355,84,1.5
355,490,1.0
355,493,3.0
355,405,4.0
355,255,2.0
355,487,3.5
355,675,3.5
355,491,3.5
355,294,2.5
355,347,2.5
356,213,0.5
356,216,0.5
356,235,4.0
356,2,0.5
356,212,0.5
356,5,0.5
356,17,0.5
356,257,4.0
356,219,1.5
356,215,0.5
356,234,0.5
356,11,0.5
356,205,1.0
356,252,0.5
356,7,4.0
356,255,0.5
356,10,0.5
356,246,1.0
356,12,4.0
356,239,0.5
356,3,4.0
356,217,0.5
357,7,3.5
357,17,3.5
358,10,3.0
358,215,3.0
358,2,4.0
358,11,4.0
358,3,3.5
359,12,3.0
359,207,4.0
359,10,3.0
359,5,3.5
359,1,3.5
359,211,4.0
359,13,3.0
359,235,3.0
359,3,4.0
359,205,3.5
359,213,4.0
359,17,3.0
359,245,3.5
359,11,3.5
359,7,3.5
359,257,3.0
360,12,3.5
360,17,2.5
360,220,3.5
360,215,3.5
360,250,4.0
360,251,3.5
360,7,3.5
360,241,2.5
360,253,3.0
360,236,3.0
360,234,2.5
360,13,2.0
360,207,3.0
360,219,3.0
360,213,4.0
360,3,3.0
360,257,2.5
360,1,3.0
360,9,3.0
360,211,3.0
361,251,3.5
361,796,4.0
361,1199,3.0
361,242,3.5
361,638,4.0
361,1200,3.0
361,1101,4.0
361,1202,2.5
361,11,3.5
361,1003,0.5
361,800,3.0
361,641,3.5
361,1203,4.0
361,794,4.0
361,267,4.0
361,236,3.5
361,274,3.0
361,12,1.5
361,793,3.0
361,17,3.5
361,218,3.0
361,752,2.0
361,219,3.0
361,1204,3.5
361,253,4.0
361,141,3.0
361,806,3.5
361,664,3.5
362,17,3.0
362,7,3.5
362,10,3.0
362,212,3.5
362,257,2.0
362,2,2.0
362,3,3.5
362,251,4.0
362,213,4.0
362,9,3.0
362,255,3.5
362,210,3.0
362,205,2.5
362,1,3.5
362,8,3.0
362,248,3.0
362,215,3.5
362,245,3.5
362,217,4.0
362,5,4.0
362,241,3.5
362,11,4.0
362,219,3.0
362,250,4.0
362,244,4.0
363,251,3.5
363,17,4.0
363,245,2.5
363,215,4.0
363,2,3.0
363,213,3.0
363,205,3.0
363,239,3.0
363,10,3.0
363,254,3.0
364,236,2.5
364,1,4.0
364,2,2.0
364,219,4.0
364,235,3.0
364,1118,4.0
364,207,2.5
364,11,3.0
364,7,3.5
365,256,3.0
365,3,2.5
365,13,4.0
365,8,3.0
365,5,3.0
365,7,3.0
365,206,3.5
365,10,3.0
365,220,2.0
365,17,4.0
365,2,2.5
365,4,3.0
365,235,3.0
365,243,3.0
365,1,3.5
365,248,2.5
365,236,2.5
365,12,2.0
365,205,3.5
365,121,2.5
365,247,2.0
365,251,3.5
365,255,3.0
365,249,3.5
365,6,3.5
365,239,3.5
365,250,4.0
365,219,3.5
365,234,4.0
365,253,3.0
365,212,3.0
365,246,4.0
365,9,3.0
365,245,4.0
365,211,4.0
365,216,3.0
365,254,3.5
365,214,2.5
365,318,4.0
365,233,3.0
365,252,2.5
365,11,3.5
366,213,3.5
366,10,2.5
366,3,3.0
366,5,3.5
366,7,3.5
366,1,3.5
366,207,2.5
366,215,4.0
367,8,3.0
367,239,3.0
367,12,3.0
367,243,3.0
367,236,3.0
367,215,3.0
367,7,3.0
367,3,3.0
367,205,3.0
367,213,3.0
367,255,3.0
367,257,3.0
367,5,4.0
367,1,4.0
367,17,2.0
367,234,4.0
367,211,4.0
367,235,3.0
367,246,3.0
367,214,3.0
367,241,3.0
367,216,3.0
367,84,3.5
367,252,3.0
367,219,3.0
367,212,3.0
367,2,3.0
367,11,3.5
367,245,3.0
367,248,3.0
367,217,3.0
367,253,3.0
367,220,3.0
367,121,3.0
367,244,3.0
367,210,3.0
367,206,3.0
367,4,3.0
368,211,4.0
368,257,1.0
368,254,4.0
368,121,1.0
368,233,3.0
368,236,4.0
368,206,4.0
368,216,3.0
368,5,3.5
368,11,2.0
368,8,4.0
368,4,2.5
368,12,3.0
368,3,3.0
368,219,2.0
368,210,1.0
368,2,4.0
368,251,3.0
368,7,4.0
368,235,1.5
368,245,2.0
368,241,3.0
368,6,2.5
368,17,4.0
368,213,3.0
368,9,4.0
368,1,2.5
369,13,4.0
369,11,2.5
370,17,3.0
370,12,3.0
370,9,3.5
370,1,3.0
370,236,2.5
370,235,3.0
370,8,4.0
370,13,4.0
370,84,3.0
370,5,4.0
370,1208,4.0
370,585,1.5
370,7,4.0
370,253,3.0
371,1209,4.0
371,7,3.0
372,8,3.5
372,207,4.0
373,254,4.0
374,246,2.0
374,4,1.5
374,255,2.0
374,217,4.0
374,220,1.0
374,121,2.5
374,245,2.0
374,239,3.0
374,256,1.0
374,8,3.0
374,3,1.0
374,17,3.5
374,2,4.0
374,214,1.5
374,243,3.0
374,12,2.5
374,234,3.5
374,212,3.0
374,250,1.0
374,251,1.0
374,235,2.0
374,236,1.5
374,253,2.5
374,247,2.5
374,10,2.5
374,7,3.0
374,233,3.5
374,219,1.5
374,1,3.0
374,5,2.0
374,6,3.0
374,249,2.5
374,257,2.5
374,84,2.5
374,9,2.0
374,248,2.0
374,215,4.0
374,213,2.0
374,252,2.0
374,241,1.0
374,205,3.5
375,207,2.0
375,17,1.5
375,522,4.0
375,245,1.0
375,236,1.5
375,5,2.0
375,213,2.0
375,47,0.5
375,1210,0.5
375,234,3.0
376,2,4.0
376,241,3.0
377,11,4.0
377,10,4.0
377,215,4.0
378,216,4.0
378,257,0.5
378,211,4.0
378,17,4.0
378,11,4.0
378,218,4.0
378,212,4.0
378,236,4.0
378,251,3.5
378,13,4.0
378,4,4.0
378,7,3.0
378,2,3.5
378,207,1.5
379,13,4.0
379,5,3.5
379,3,3.0
379,7,4.0
379,11,4.0
380,220,4.0
380,7,3.0
380,1211,3.0
380,236,0.5
380,217,3.0
380,206,3.5
380,216,4.0
380,235,2.5
380,1,3.5
380,207,2.0
381,214,3.0
381,220,3.0
381,245,3.0
381,239,3.0
381,234,3.0
381,251,3.0
381,235,3.0
381,8,2.5
381,211,3.5
381,3,3.5
381,2,2.5
381,243,3.0
381,219,3.0
381,12,2.5
381,250,2.5
381,207,2.5
381,6,3.0
381,11,4.0
381,253,2.5
381,236,4.0
381,249,3.0
381,84,3.0
381,247,3.0
381,244,2.5
381,10,2.5
381,7,2.0
381,210,2.5
381,248,3.0
381,13,3.5
381,5,4.0
381,252,3.0
381,241,2.5
381,216,3.0
381,257,3.0
381,206,3.0
381,246,3.0
381,217,3.0
381,9,4.0
381,121,3.5
381,256,3.0
381,215,3.5
381,213,3.0
381,17,2.5
381,205,4.0
382,234,4.0
382,250,3.0
382,216,2.5
382,1213,4.0
382,13,1.5
382,233,1.5
382,5,3.5
382,255,3.5
382,245,4.0
382,205,3.0
382,12,1.5
382,219,3.0
382,217,4.0
383,220,1.0
383,12,3.5
383,241,3.5
383,205,4.0
383,5,3.5
383,214,4.0
383,7,4.0
383,252,1.5
384,7,3.0
384,219,3.0
384,211,3.5
384,243,0.5
384,236,4.0
384,252,3.0
384,212,3.0
384,215,4.0
384,11,3.0
384,84,3.5
384,13,3.0
384,251,3.0
384,245,4.0
384,4,2.5
384,1,1.0
384,253,2.5
384,239,4.0
384,10,1.0
384,121,3.5
384,217,3.5
384,214,3.5
384,244,3.5
384,234,3.0
384,256,2.5
384,206,4.0
384,233,3.5
384,12,2.5
384,17,3.5
384,235,2.5
384,247,3.5
384,5,3.5
384,213,4.0
384,216,0.5
384,257,2.5
384,205,0.5
384,220,4.0
384,254,4.0
384,3,2.0
384,249,3.0
384,6,4.0
384,2,2.5
385,13,2.5
385,3,2.5
385,205,1.0
385,255,3.0
385,216,1.0
385,17,3.5
385,2,1.5
385,220,2.0
385,241,2.0
385,253,3.0
385,236,2.5
385,7,2.5
385,10,2.0
385,1,2.0
385,215,2.0
386,244,3.5
386,210,3.0
386,9,2.0
386,215,4.0
386,5,3.5
386,213,3.0
386,252,3.5
386,216,1.0
386,206,3.5
386,4,4.0
386,1215,4.0
386,220,3.0
386,239,3.5
386,256,3.0
386,8,3.5
386,3,3.5
386,17,3.5
386,359,3.5
386,255,3.5
386,214,3.5
386,12,4.0
386,254,3.5
386,250,4.0
386,207,1.5
386,251,3.5
386,253,3.0
386,236,3.5
386,247,3.5
386,10,4.0
386,7,4.0
386,219,3.5
386,13,4.0
386,212,4.0
386,6,1.0
386,249,4.0
386,257,3.5
386,84,2.0
387,1216,0.5
387,805,3.5
387,451,3.5
387,1218,1.0
387,1034,3.0
387,1219,3.0
388,10,2.0
388,213,1.0
388,7,4.0
388,216,1.5
388,1,3.0
389,249,2.0
389,246,2.0
389,245,2.0
389,250,2.0
389,9,2.5
389,254,2.0
389,121,2.0
389,241,2.0
389,216,2.0
389,210,2.0
389,252,2.0
389,219,3.0
389,212,2.0
389,6,3.0
389,11,4.0
389,8,4.0
389,248,2.0
389,217,2.0
389,239,3.0
389,243,2.0
389,244,2.0
389,7,4.0
389,206,3.0
389,247,2.0
389,257,2.0
389,12,3.5
389,207,4.0
389,5,3.5
389,1,2.0
389,215,3.0
389,235,2.5
389,233,2.0
389,256,2.0
389,205,2.0
389,255,2.0
389,84,2.0
389,17,3.5
389,211,3.5
390,10,3.0
390,234,2.5
390,11,4.0
390,7,3.0
391,3,3.5
391,17,1.0
391,4,3.0
391,7,3.0
391,84,3.0
391,251,3.5
391,215,3.5
391,220,3.5
391,1,3.0
391,244,3.5
391,205,3.0
391,2,4.0
391,211,3.5
391,12,3.5
391,241,2.5
392,1220,4.0
392,207,4.0
392,206,4.0
392,12,4.0
392,220,3.0
392,13,4.0
392,11,4.0
392,205,4.0
392,17,4.0
392,702,2.5
392,3,4.0
392,159,2.5
392,7,4.0
392,210,4.0
392,10,4.0
392,235,3.0
392,239,4.0
393,13,4.0
393,5,3.5
393,213,3.0
393,241,3.5
393,216,3.0
393,206,3.5
393,4,3.0
393,217,3.0
393,9,3.5
393,215,4.0
393,17,3.5
393,205,3.0
393,220,3.0
393,239,3.5
393,207,1.5
393,253,3.5
393,8,4.0
393,211,3.5
393,2,2.0
393,219,3.5
393,12,3.0
393,250,4.0
393,1,3.0
393,6,3.5
393,11,3.0
393,236,3.5
393,249,3.0
393,257,3.0
393,84,3.5
393,10,3.0
394,13,4.0
395,234,3.0
395,10,3.0
395,255,3.0
395,13,4.0
395,84,0.5
395,249,1.0
395,5,2.5
395,12,2.0
395,207,1.5
395,251,3.0
395,235,2.0
395,239,3.5
395,213,3.5
395,254,2.5
395,219,2.5
395,4,1.5
395,9,3.5
395,206,2.0
395,257,1.5
395,247,1.0
395,243,1.0
395,215,3.5
395,248,0.5
395,233,2.5
395,210,3.0
395,3,3.0
395,11,2.5
395,1,3.5
395,220,2.5
395,212,2.0
395,217,3.5
395,236,3.0
395,244,2.5
396,1221,3.5
396,391,3.5
396,850,3.0
396,211,3.5
396,1222,2.5
396,216,3.0
396,304,3.0
396,600,3.5
396,1223,3.5
396,699,3.5
396,501,3.0
396,878,3.0
396,755,3.5
396,1224,1.0
396,1225,2.0
396,492,2.5
396,1226,3.0
396,3,3.5
396,1228,3.5
396,297,3.0
396,1011,3.0
396,1194,3.5
396,2,3.5
396,213,4.0
396,483,4.0
396,764,3.5
396,389,1.5
396,235,1.5
396,859,4.0
396,7,4.0
396,392,3.5
396,606,2.5
396,1230,3.5
396,1,3.0
396,947,2.5
396,1231,3.0
396,520,3.0
396,866,2.5
396,805,4.0
396,17,2.5
396,459,3.5
396,31,3.0
396,339,3.5
396,218,3.5
396,831,3.0
396,885,3.5
397,247,2.5
397,2,3.0
397,837,4.0
397,245,3.0
397,1232,3.5
397,220,3.5
397,13,3.5
397,207,2.0
397,205,2.0
397,234,1.0
397,251,4.0
397,216,2.5
397,249,3.0
397,1233,4.0
397,241,3.5
397,214,3.0
397,7,2.0
397,280,4.0
397,10,3.0
397,4,4.0
397,219,4.0
397,1234,0.5
397,352,3.5
398,12,4.0
398,207,1.0
398,1,3.0
398,235,2.0
398,2,4.0
399,7,3.0
399,207,0.5
399,12,3.0
399,1,4.0
399,5,3.0
400,10,1.0
400,215,2.0
400,13,2.0
401,2,4.0
401,219,4.0
401,243,3.5
401,236,4.0
401,210,3.5
401,252,3.0
401,254,3.0
401,255,3.5
401,212,3.5
401,8,4.0
401,241,3.0
401,13,3.5
401,211,3.5
401,1,4.0
401,9,4.0
401,121,3.5
401,10,4.0
401,11,4.0
401,251,3.5
401,12,4.0
401,17,4.0
401,5,3.5
401,213,4.0
401,216,3.0
401,217,3.5
401,205,3.5
401,214,3.0
401,250,4.0
401,233,3.5
401,246,3.5
401,234,3.5
401,3,3.5
401,249,3.0
402,1235,1.0
402,289,0.5
402,1236,0.5
402,1237,0.5
402,1,4.0
402,1239,0.5
402,723,2.0
402,1240,2.0
402,1241,3.0
402,1243,1.0
402,1244,3.0
402,1245,3.5
402,1246,1.5
402,499,0.5
402,1247,2.5
402,1249,2.0
402,1250,1.5
402,1251,3.0
402,1252,3.5
402,1253,3.0
402,1254,4.0
403,220,3.5
403,11,3.0
403,233,2.0
403,241,3.0
403,17,3.0
403,255,2.5
403,7,2.5
403,236,2.5
403,207,3.0
403,5,3.0
403,8,2.5
403,3,3.0
403,10,4.0
403,239,2.5
403,12,1.5
404,13,3.5
404,5,4.0
404,234,4.0
404,251,4.0
404,216,3.5
404,253,4.0
404,215,4.0
404,8,4.0
404,17,4.0
404,241,3.5
404,236,4.0
404,7,3.0
404,250,4.0
404,257,4.0
404,10,3.5
404,211,4.0
404,4,3.5
404,1,4.0
404,235,4.0
404,2,3.5
404,252,4.0
404,12,0.5
404,6,3.0
405,341,3.0
405,13,3.5
406,219,4.0
406,5,4.0
406,213,2.5
406,216,3.5
406,121,4.0
406,2,4.0
406,3,3.0
406,10,2.5
406,239,3.5
406,9,4.0
406,212,4.0
406,214,4.0
406,246,3.0
406,205,4.0
406,210,2.5
406,247,4.0
406,12,3.5
406,249,4.0
406,11,4.0
406,220,4.0
406,215,4.0
406,250,4.0
406,251,3.5
406,7,3.5
406,233,4.0
406,217,2.5
406,6,4.0
406,253,4.0
406,236,4.0
406,4,4.0
406,13,3.0
406,207,3.5
406,256,3.0
407,215,2.5
407,3,3.5
407,1,3.5
407,11,4.0
407,13,2.0
408,12,0.5
408,207,0.5
408,239,4.0
408,206,4.0
408,235,2.0
408,3,4.0
408,5,4.0
408,213,2.5
408,7,4.0
408,205,4.0
408,211,4.0
408,236,0.5
408,210,4.0
408,8,4.0
408,215,3.0
408,13,3.0
408,251,3.0
409,434,4.0
409,218,3.5
409,17,4.0
409,134,4.0
409,236,3.0
409,11,2.0
409,10,1.0
409,242,4.0
409,5,3.0
409,4,2.0
410,206,2.5
410,207,3.0
410,236,2.5
410,11,3.5
410,2,3.5
410,219,3.5
410,1,3.0
411,217,3.0
411,210,1.0
411,236,4.0
411,12,3.0
411,246,3.5
411,9,3.0
411,205,4.0
411,121,4.0
411,216,0.5
411,251,4.0
411,255,2.0
411,249,3.5
411,6,3.0
411,207,3.5
411,239,4.0
411,250,4.0
411,233,4.0
411,219,3.0
411,84,1.5
411,234,4.0
411,211,4.0
411,254,3.5
411,3,4.0
411,8,4.0
411,10,1.0
411,252,4.0
411,11,4.0
411,215,3.0
411,213,4.0
411,241,4.0
411,13,4.0
411,5,3.0
411,7,1.0
411,206,4.0
411,257,4.0
411,1,4.0
411,220,4.0
411,247,4.0
411,17,4.0
411,2,3.0
411,4,3.5
412,214,2.0
412,243,2.0
412,234,3.5
412,212,4.0
412,12,2.0
412,254,2.0
412,207,4.0
412,235,2.5
412,11,2.0
412,236,2.0
412,247,2.5
412,10,2.0
412,7,4.0
412,210,4.0
412,233,4.0
412,219,2.0
412,13,4.0
412,5,2.0
412,6,2.0
412,252,2.0
412,249,2.0
412,216,4.0
412,84,1.0
412,217,4.0
412,9,2.0
412,215,3.0
412,213,2.0
412,241,3.5
412,246,2.5
412,4,2.0
412,220,3.0
412,121,2.0
412,245,3.5
412,239,3.0
412,256,2.0
412,251,3.0
412,8,4.0
412,3,4.0
412,17,3.5
412,735,3.0
412,2,3.5
413,207,3.0
413,240,4.0
413,872,3.0
413,779,1.5
413,233,4.0
413,5,3.5
413,8,2.5
413,1102,3.5
413,236,3.0
413,1,3.0
413,3,3.5
413,11,2.0
413,17,3.5
413,4,2.0
413,7,3.0
413,977,4.0
413,539,3.5
413,1256,3.0
413,876,4.0
413,2,4.0
414,121,3.0
414,7,3.5
414,17,1.0
414,236,2.0
414,2,4.0
414,207,3.5
414,10,2.5
414,254,3.5
414,5,4.0
416,236,3.0
416,243,1.0
416,299,4.0
416,234,1.5
416,8,3.5
416,10,2.5
416,207,2.0
416,239,4.0
416,17,3.0
417,248,4.0
417,243,3.5
417,206,2.0
417,235,3.0
417,215,3.0
418,207,2.5
418,215,3.0
418,205,4.0
418,3,3.5
418,256,3.5
418,13,3.5
418,210,4.0
418,2,3.5
418,249,3.0
418,10,4.0
418,247,2.5
418,235,2.0
420,254,3.5
420,216,2.5
420,234,2.0
420,2,3.0
420,257,2.5
420,256,3.0
420,219,3.5
420,1,2.0
420,9,3.0
420,211,2.5
420,212,3.0
420,675,4.0
420,213,2.5
420,235,3.0
420,246,1.5
420,205,2.5
420,121,2.0
420,3,2.0
420,247,2.0
420,12,1.5
420,249,2.5
420,243,4.0
420,11,2.5
420,250,2.0
420,244,3.0
420,245,3.0
420,84,3.0
420,252,3.0
420,233,1.5
420,217,3.0
420,241,2.5
420,6,2.0
420,248,2.5
420,253,3.0
420,255,2.5
420,251,2.5
420,7,2.5
420,236,2.0
420,206,3.5
420,4,2.5
420,13,3.5
420,5,3.5
420,8,1.5
421,236,2.0
421,220,3.0
421,8,2.5
421,235,3.0
421,6,3.0
421,207,3.5
421,84,2.0
421,11,3.0
421,7,4.0
421,239,3.5
421,2,3.5
421,219,2.5
421,12,3.0
422,234,4.0
422,251,4.0
422,219,4.0
422,5,4.0
422,1258,3.5
422,233,4.0
423,213,2.5
423,4,2.0
423,1,1.0
423,2,3.0
423,5,2.5
423,10,1.5
423,216,1.5
423,257,1.5
423,11,2.5
423,7,2.5
423,239,1.5
423,9,1.5
423,233,1.5
423,254,2.5
424,211,0.5
424,17,4.0
424,1259,4.0
424,214,0.5
424,243,0.5
424,234,3.0
424,212,2.5
424,12,4.0
424,254,1.5
424,207,0.5
424,235,3.0
424,11,3.5
424,236,4.0
424,247,3.5
424,244,3.5
424,10,2.5
424,7,2.5
424,210,0.5
424,233,2.0
424,219,4.0
424,13,2.5
424,5,1.5
424,6,3.5
424,252,1.5
424,249,2.0
424,216,1.5
424,257,0.5
424,84,4.0
424,9,4.0
424,248,2.0
424,215,4.0
424,213,1.0
424,241,4.0
424,205,2.5
424,206,3.5
424,246,4.0
424,4,4.0
424,255,3.5
424,217,3.0
424,220,3.5
424,121,4.0
424,239,4.0
424,256,2.0
424,251,2.0
425,233,2.5
425,205,4.0
425,213,2.0
425,255,2.5
425,214,2.0
425,84,1.5
425,17,1.5
425,234,2.0
425,211,2.5
425,246,2.0
425,245,1.5
425,9,2.0
425,254,1.5
425,121,2.5
425,241,3.0
425,210,3.0
425,252,3.0
425,212,2.0
425,11,3.0
425,8,3.0
425,248,1.0
425,217,4.0
425,239,2.0
425,253,2.5
425,243,1.5
425,236,4.0
425,244,1.0
425,206,3.5
425,7,1.0
425,251,1.5
425,4,2.0
425,247,2.0
425,257,2.0
425,12,1.5
425,207,4.0
425,10,4.0
425,5,2.0
425,1,4.0
425,13,3.0
425,235,2.5
426,241,3.5
426,12,3.0
426,253,1.0
426,215,2.0
426,250,1.5
426,236,4.0
426,207,2.0
426,5,3.5
426,1,3.0
426,121,2.0
426,239,2.5
426,11,3.5
426,9,2.5
426,211,3.0
426,245,2.0
426,214,2.5
427,12,1.5
427,220,1.5
427,249,3.5
427,1260,4.0
427,239,3.5
427,10,3.0
427,214,3.0
427,9,2.5
427,257,2.5
427,313,4.0
427,2,4.0
427,3,2.5
427,1,2.5
427,251,3.0
427,236,3.0
427,235,1.5
427,255,3.5
427,216,3.0
427,205,3.0
427,8,3.0
427,13,3.0
427,215,3.0
427,84,2.0
427,5,3.0
427,207,2.5
427,7,3.5
427,241,2.5
427,211,4.0
427,11,3.5
427,4,3.0
427,6,3.0
427,233,2.5
427,206,3.0
428,254,3.5
428,216,3.5
428,255,4.0
428,4,3.5
428,234,3.5
428,257,4.0
428,256,3.5
428,1,4.0
428,8,4.0
428,212,4.0
428,213,4.0
428,205,4.0
428,210,3.0
428,121,4.0
428,3,4.0
428,10,4.0
428,247,4.0
428,239,3.5
428,243,3.5
428,11,4.0
428,9,4.0
428,211,4.0
428,245,4.0
428,214,4.0
428,233,4.0
428,217,4.0
428,241,4.0
428,6,4.0
428,248,3.5
428,12,3.0
428,17,4.0
428,253,3.5
428,215,4.0
428,250,4.0
428,251,3.5
428,84,3.5
428,252,3.5
428,236,4.0
428,206,4.0
428,13,4.0
428,207,3.0
429,8,4.0
429,207,3.0
429,251,3.5
429,235,3.5
429,250,3.5
429,213,3.5
429,219,4.0
429,4,3.5
429,9,3.5
429,7,4.0
429,214,3.0
429,205,3.5
429,239,3.5
429,2,3.0
429,17,4.0
429,215,3.5
429,3,2.0
429,11,3.0
429,245,3.0
429,236,4.0
429,255,3.5
429,13,3.0
430,7,4.0
430,585,3.5
430,257,2.5
431,799,4.0
432,207,1.0
432,10,2.0
432,1,2.5
432,215,4.0
432,235,2.0
432,213,4.0
432,17,3.0
432,2,4.0
432,241,2.0
432,11,4.0
432,4,3.0
432,217,3.5
432,12,2.5
432,236,2.5
432,251,3.0
433,875,4.0
433,1220,4.0
433,278,2.0
433,341,1.0
433,26,3.5
433,1261,3.5
433,1262,4.0
433,143,3.5
433,1264,3.0
433,780,2.0
433,845,3.5
433,1266,4.0
433,1267,3.0
433,860,3.0
433,781,3.5
433,1269,3.0
433,1270,2.5
433,675,4.0
433,579,3.5
434,236,4.0
435,494,3.5
435,207,1.5
435,236,4.0
435,2,2.5
435,278,4.0
435,506,2.0
436,1271,3.5
436,512,1.0
436,211,4.0
436,250,3.5
436,5,3.0
436,6,3.0
436,207,3.0
436,1272,1.0
436,307,4.0
436,757,4.0
436,247,3.0
436,600,4.0
436,17,4.0
436,3,3.0
436,1273,4.0
436,286,4.0
436,729,4.0
436,253,3.0
436,220,3.0
437,249,2.0
437,6,3.5
437,2,3.0
437,219,3.0
437,211,4.0
437,236,4.0
437,4,4.0
437,255,3.5
437,212,0.5
437,8,3.5
437,11,4.0
437,241,0.5
437,84,2.0
437,13,4.0
437,251,3.0
437,244,1.5
437,12,2.0
437,17,3.0
437,1,1.5
437,253,3.5
437,239,2.0
437,9,3.0
437,247,2.0
437,10,2.0
437,5,4.0
437,121,1.5
437,217,1.0
437,205,1.5
437,214,2.5
437,220,1.5
437,256,2.0
437,233,1.0
437,246,2.0
437,234,0.5
437,206,2.0
437,235,1.5
437,3,2.5
437,213,3.0
437,216,1.0
437,257,2.0
437,7,3.5
437,243,1.0
437,210,1.5
437,254,0.5
438,250,4.0
438,239,1.0
438,235,3.0
438,5,4.0
438,255,1.5
438,1274,2.5
438,2,3.5
438,257,1.0
439,234,3.0
439,205,2.5
439,233,3.0
439,250,3.5
439,1,4.0
439,247,4.0
439,5,3.5
439,252,3.5
439,255,3.5
439,246,3.0
439,2,3.0
439,12,2.0
439,6,2.5
439,216,2.5
439,219,2.0
439,210,3.5
439,236,2.0
439,13,3.5
439,254,3.0
439,217,3.0
439,207,3.5
439,249,3.5
439,241,3.5
439,84,4.0
439,251,3.5
439,253,4.0
439,235,3.0
439,3,3.0
439,17,3.0
439,239,3.0
439,215,4.0
439,214,4.0
439,8,3.5
439,4,3.0
439,121,4.0
439,243,3.0
439,220,3.0
439,7,3.0
439,212,3.5
439,9,2.5
439,245,3.0
439,257,3.5
440,10,4.0
440,216,4.0
440,215,3.5
440,1,4.0
440,11,3.5
440,13,4.0
441,8,4.0
441,234,3.0
441,84,4.0
441,207,3.5
441,249,3.0
441,250,3.5
441,219,3.5
441,254,3.0
441,246,3.5
441,206,3.0
441,247,4.0
441,205,3.0
441,239,3.0
441,213,3.0
441,4,3.0
441,210,3.0
441,11,3.5
441,1,3.0
441,220,4.0
441,214,3.0
441,217,3.0
441,17,4.0
441,10,3.0
441,211,3.0
441,255,3.5
441,13,3.0
441,212,3.0
441,245,3.0
441,252,3.0
441,236,3.5
441,5,4.0
441,12,3.5
441,6,3.5
442,216,3.0
442,84,3.0
442,219,3.0
442,212,3.0
442,11,2.5
442,2,3.0
442,245,3.0
442,248,2.5
442,217,3.0
442,253,3.0
442,236,3.5
442,121,3.0
442,244,3.0
442,210,3.0
442,206,3.0
442,4,3.0
442,8,3.0
442,257,3.0
442,239,3.0
442,12,3.0
442,10,3.0
442,215,3.0
442,251,4.0
442,3,3.0
442,255,3.0
442,207,3.0
442,214,3.0
442,1,3.0
442,17,3.0
442,211,3.0
442,235,3.0
442,249,3.5
442,246,3.0
442,9,3.5
442,256,3.0
442,254,4.0
442,241,2.5
443,11,3.5
444,246,3.5
444,245,3.0
444,236,3.0
444,213,3.0
444,205,4.0
444,252,3.5
444,13,3.5
444,217,3.0
444,207,3.5
444,7,3.0
444,211,3.0
444,11,4.0
444,219,3.0
